-10 10000
 28 

  0.000000000000000e+00 	   5.000000000000000e-04 	 100 
  8.399999999999999e-03 	   6.059375000000000e-04 	 100 
  1.679879017014921e-02 	   8.078048713540555e-04 	 100 
  2.519634137839159e-02 	   1.061219855452527e-03 	 100 
  3.359299710723725e-02 	   1.344308831073812e-03 	 100 
  4.198903157813294e-02 	   1.645824836971616e-03 	 100 
  5.038530156784559e-02 	   1.940782570449193e-03 	 100 
  5.878292101971873e-02 	   2.197326499661497e-03 	 100 
  6.718213403548312e-02 	   2.401707264568133e-03 	 100 
  7.558082251923362e-02 	   2.627644148615142e-03 	 100 
  8.397679662005161e-02 	   2.954482028849441e-03 	 100 
  9.236680223738591e-02 	   3.434641282708707e-03 	 100 
  9.462291796004219e-02 	   3.594641282708707e-03 	 100 
  9.687795046604940e-02 	   3.769915420914824e-03 	 100 
  9.913165107750857e-02 	   3.962325375797116e-03 	 100 
  1.013841022870494e-01 	   4.169369593595137e-03 	 100 
  1.036348658452255e-01 	   4.394773910496965e-03 	 100 
  1.058833562000939e-01 	   4.642877185589753e-03 	 100 
  1.081298243945013e-01 	   4.909306733444306e-03 	 100 
  1.103739739153044e-01 	   5.195286764897226e-03 	 100 
  1.126144496074857e-01 	   5.510096154467171e-03 	 100 
  1.148516641303870e-01 	   5.848115050303401e-03 	 100 
  1.170848170141810e-01 	   6.213016342685045e-03 	 100 
  1.193136863456391e-01 	   6.604132470288075e-03 	 100 
  1.215372085470365e-01 	   7.025720504730259e-03 	 100 
  1.237552004174093e-01 	   7.476476382682078e-03 	 100 
  1.259669811119591e-01 	   7.957795006800408e-03 	 100 
  1.261610362877403e-01 	   8.000000000000000e-03 	 100 
