0.06 0.703617
0.006 0.37481 0.00013948 1 0 0
0.066 0.257208 0.0101769 1.89231 0 0
0.126 0.220583 0.0275244 1.76874 0 0
0.186 0.197044 0.0484135 1.73609 0 0
0.246 0.178961 0.0719725 1.72168 0 0
0.306 0.164183 0.0974875 1.71018 0 0
0.366 0.151657 0.124379 1.69823 0 0
0.426 0.140741 0.152184 1.68548 0 0
0.486 0.131025 0.180534 1.67225 0 0
0.546 0.122225 0.209127 1.659 0 0
0.606 0.11414 0.237718 1.64617 0 0
0.666 0.106619 0.2661 1.63412 0 0
0.726 0.0995497 0.294097 1.62319 0 0
0.786 0.0928482 0.321556 1.61361 0 0
0.846 0.0864511 0.348343 1.60556 0 0
0.906 0.0803144 0.374339 1.5991 0 0
0.966 0.0744135 0.39944 1.59417 0 0
1.026 0.068747 0.423555 1.59041 0 0
1.086 0.0633417 0.446614 1.58713 0 0
1.146 0.0582456 0.468567 1.58334 0 0
1.206 0.0535026 0.489393 1.57821 0 0
1.266 0.0491317 0.509094 1.57133 0 0
1.326 0.0451279 0.527694 1.56271 0 0
1.386 0.0414729 0.54523 1.55258 0 0
1.446 0.038142 0.56175 1.54124 0 0
1.506 0.0351084 0.577306 1.529 0 0
1.566 0.0323459 0.591954 1.51614 0 0
1.626 0.0298293 0.605749 1.50291 0 0
1.686 0.0275353 0.618747 1.4895 0 0
1.746 0.0254424 0.631001 1.47608 0 0
1.806 0.0235312 0.642563 1.46277 0 0
1.866 0.0217841 0.65348 1.44967 0 0
1.926 0.0201854 0.663798 1.43686 0 0
1.986 0.0187207 0.673559 1.42439 0 0
2.046 0.0173774 0.682802 1.41229 0 0
2.106 0.016144 0.691564 1.40058 0 0
2.166 0.0150102 0.699877 1.38929 0 0
2.226 0.0139669 0.707773 1.3784 0 0
2.286 0.0130059 0.71528 1.36794 0 0
2.346 0.0121197 0.722425 1.35788 0 0
2.406 0.0113017 0.729231 1.34822 0 0
2.466 0.0105459 0.73572 1.33895 0 0
2.526 0.00984686 0.741914 1.33006 0 0
2.586 0.00919981 0.747832 1.32153 0 0
2.646 0.00860033 0.753489 1.31336 0 0
2.706 0.00804445 0.758904 1.30551 0 0
2.766 0.00752857 0.764089 1.29799 0 0
2.826 0.00704944 0.76906 1.29078 0 0
2.886 0.0066041 0.773829 1.28386 0 0
2.946 0.00618988 0.778408 1.27722 0 0
3.006 0.00580431 0.782807 1.27084 0 0
3.066 0.00544519 0.787037 1.26472 0 0
3.126 0.00511048 0.791107 1.25884 0 0
3.186 0.00479832 0.795025 1.25319 0 0
3.246 0.00450701 0.798801 1.24775 0 0
3.306 0.00423502 0.802441 1.24253 0 0
3.366 0.00398091 0.805953 1.2375 0 0
3.426 0.00374338 0.809342 1.23265 0 0
3.486 0.00352124 0.812616 1.22799 0 0
3.546 0.00331337 0.81578 1.22349 0 0
3.606 0.00311878 0.81884 1.21916 0 0
3.666 0.00293653 0.8218 1.21498 0 0
3.726 0.00276576 0.824665 1.21095 0 0
3.786 0.00260568 0.82744 1.20706 0 0
3.846 0.00245555 0.830129 1.2033 0 0
3.906 0.00231471 0.832736 1.19967 0 0
3.966 0.00218251 0.835264 1.19616 0 0
4.026 0.00205839 0.837717 1.19276 0 0
4.086 0.00194181 0.840098 1.18948 0 0
4.146 0.00183228 0.84241 1.1863 0 0
4.206 0.00172932 0.844657 1.18322 0 0
4.266 0.00163252 0.84684 1.18024 0 0
4.326 0.00154148 0.848963 1.17735 0 0
4.386 0.00145583 0.851028 1.17454 0 0
4.446 0.00137522 0.853038 1.17183 0 0
4.506 0.00129933 0.854994 1.16919 0 0
4.566 0.00122788 0.856899 1.16663 0 0
4.626 0.00116057 0.858754 1.16415 0 0
4.686 0.00109716 0.860562 1.16173 0 0
4.746 0.0010374 0.862325 1.15939 0 0
4.806 0.000981066 0.864043 1.15711 0 0
4.866 0.000927952 0.865719 1.15489 0 0
4.926 0.000877861 0.867354 1.15273 0 0
4.986 0.000830608 0.86895 1.15064 0 0
5.046 0.000786024 0.870508 1.14859 0 0
5.106 0.000743948 0.87203 1.14661 0 0
5.166 0.000704231 0.873516 1.14467 0 0
5.226 0.000666733 0.874968 1.14278 0 0
5.286 0.000631323 0.876387 1.14094 0 0
5.346 0.000597877 0.877774 1.13915 0 0
5.406 0.000566281 0.879131 1.1374 0 0
5.466 0.000536426 0.880457 1.13569 0 0
5.526 0.000508212 0.881755 1.13403 0 0
5.586 0.000481544 0.883025 1.13241 0 0
5.646 0.000456333 0.884268 1.13082 0 0
5.706 0.000432494 0.885485 1.12927 0 0
5.766 0.00040995 0.886677 1.12776 0 0
5.826 0.000388627 0.887844 1.12628 0 0
5.886 0.000368455 0.888987 1.12484 0 0
5.946 0.00034937 0.890107 1.12343 0 0
6.006 0.000331309 0.891205 1.12204 0 0
6.066 0.000314216 0.892281 1.12069 0 0
6.126 0.000298037 0.893336 1.11937 0 0
6.186 0.000282719 0.89437 1.11808 0 0
6.246 0.000268216 0.895385 1.11682 0 0
6.306 0.000254483 0.89638 1.11558 0 0
6.366 0.000241476 0.897357 1.11437 0 0
6.426 0.000229156 0.898315 1.11318 0 0
6.486 0.000217485 0.899256 1.11202 0 0
6.546 0.000206427 0.900179 1.11088 0 0
6.606 0.000195949 0.901086 1.10976 0 0
6.666 0.000186019 0.901976 1.10867 0 0
6.726 0.000176608 0.902851 1.10759 0 0
6.786 0.000167688 0.90371 1.10654 0 0
6.846 0.000159231 0.904554 1.10551 0 0
6.906 0.000151213 0.905383 1.1045 0 0
6.966 0.00014361 0.906198 1.10351 0 0
7.026 0.000136401 0.906999 1.10253 0 0
7.086 0.000129564 0.907786 1.10158 0 0
7.146 0.000123078 0.908561 1.10064 0 0
7.206 0.000116926 0.909322 1.09972 0 0
7.266 0.00011109 0.910071 1.09881 0 0
7.326 0.000105553 0.910807 1.09792 0 0
7.386 0.000100299 0.911532 1.09705 0 0
7.446 9.5313e-05 0.912245 1.09619 0 0
7.506 9.05813e-05 0.912946 1.09535 0 0
7.566 8.60903e-05 0.913637 1.09452 0 0
7.626 8.18275e-05 0.914316 1.09371 0 0
7.686 7.77808e-05 0.914985 1.09291 0 0
7.746 7.39391e-05 0.915643 1.09213 0 0
7.806 7.02916e-05 0.916292 1.09135 0 0
7.866 6.68282e-05 0.91693 1.09059 0 0
7.926 6.35393e-05 0.917559 1.08985 0 0
7.986 6.0416e-05 0.918179 1.08911 0 0
8.046 5.74497e-05 0.918789 1.08839 0 0
8.106 5.46322e-05 0.91939 1.08768 0 0
8.166 5.19559e-05 0.919982 1.08698 0 0
8.226 4.94135e-05 0.920566 1.08629 0 0
8.286 4.69982e-05 0.921141 1.08561 0 0
8.346 4.47034e-05 0.921708 1.08494 0 0
8.406 4.2523e-05 0.922267 1.08428 0 0
8.466 4.04511e-05 0.922818 1.08364 0 0
8.526 3.84822e-05 0.923361 1.083 0 0
8.586 3.6611e-05 0.923896 1.08237 0 0
8.646 3.48327e-05 0.924424 1.08175 0 0
8.706 3.31423e-05 0.924945 1.08114 0 0
8.766 3.15356e-05 0.925459 1.08054 0 0
8.826 3.00083e-05 0.925966 1.07995 0 0
8.886 2.85563e-05 0.926466 1.07937 0 0
8.946 2.71759e-05 0.926959 1.0788 0 0
9.006 2.58634e-05 0.927445 1.07823 0 0
9.066 2.46155e-05 0.927926 1.07767 0 0
9.126 2.34289e-05 0.9284 1.07712 0 0
9.186 2.23005e-05 0.928867 1.07658 0 0
9.246 2.12273e-05 0.929329 1.07605 0 0
9.306 2.02068e-05 0.929784 1.07552 0 0
9.366 1.92361e-05 0.930234 1.075 0 0
9.426 1.83128e-05 0.930678 1.07448 0 0
9.486 1.74346e-05 0.931117 1.07398 0 0
9.546 1.65992e-05 0.93155 1.07348 0 0
9.606 1.58045e-05 0.931977 1.07299 0 0
9.666 1.50484e-05 0.9324 1.0725 0 0
9.726 1.43291e-05 0.932817 1.07202 0 0
9.786 1.36448e-05 0.933228 1.07155 0 0
9.846 1.29936e-05 0.933635 1.07108 0 0
9.906 1.23739e-05 0.934037 1.07062 0 0
9.966 1.17843e-05 0.934434 1.07017 0 0
10.026 1.12232e-05 0.934827 1.06972 0 0
10.086 1.06892e-05 0.935215 1.06927 0 0
10.146 1.0181e-05 0.935598 1.06884 0 0
10.206 9.69733e-06 0.935976 1.0684 0 0
10.266 9.23696e-06 0.93635 1.06798 0 0
10.326 8.79875e-06 0.93672 1.06755 0 0
10.386 8.38162e-06 0.937086 1.06714 0 0
10.446 7.98455e-06 0.937447 1.06673 0 0
10.506 7.60655e-06 0.937804 1.06632 0 0
10.566 7.24669e-06 0.938158 1.06592 0 0
10.626 6.90408e-06 0.938507 1.06552 0 0
10.686 6.57789e-06 0.938852 1.06513 0 0
10.746 6.26732e-06 0.939194 1.06474 0 0
10.806 5.9716e-06 0.939531 1.06436 0 0
10.866 5.69002e-06 0.939865 1.06398 0 0
10.926 5.42188e-06 0.940195 1.06361 0 0
10.986 5.16654e-06 0.940522 1.06324 0 0
11.046 4.92338e-06 0.940845 1.06287 0 0
11.106 4.6918e-06 0.941165 1.06251 0 0
11.166 4.47125e-06 0.941481 1.06216 0 0
