-10 10000
 100 

  0.000000000000000e+00 	   1.400000000000000e-03 	 100 
  8.399999999999999e-03 	   1.672460937500000e-03 	 100 
  1.679490543988694e-02 	   2.101987711087822e-03 	 100 
  2.517567300970123e-02 	   2.807832725305748e-03 	 100 
  2.658071451360747e-02 	   2.967832725305748e-03 	 100 
  2.798404559250155e-02 	   3.142852838627151e-03 	 100 
  2.938367840941451e-02 	   3.347526035114223e-03 	 100 
  3.077878386839439e-02 	   3.583159019428004e-03 	 100 
  3.216223796284251e-02 	   3.887775903895521e-03 	 100 
  3.349587285876712e-02 	   4.418652650156098e-03 	 100 
  3.367659795642337e-02 	   4.578652650156098e-03 	 100 
  3.364301641345462e-02 	   4.738652650156099e-03 	 100 
  3.357812487807235e-02 	   4.892081163558689e-03 	 100 
  3.339763920848798e-02 	   4.996619932263855e-03 	 100 
  3.321098636473549e-02 	   5.090511105125239e-03 	 100 
  3.302765116985855e-02 	   5.190997664734098e-03 	 100 
  3.281711094170144e-02 	   5.241849326925163e-03 	 100 
  3.261985953920013e-02 	   5.347720476483193e-03 	 100 
  3.238253941577328e-02 	   5.378938508246703e-03 	 100 
  3.214838300659567e-02 	   5.434207161196275e-03 	 100 
  3.191349974667917e-02 	   5.486396369470707e-03 	 100 
  3.167915027013632e-02 	   5.540987928404162e-03 	 100 
  3.144216868977320e-02 	   5.584280448355437e-03 	 100 
  3.120803016110360e-02 	   5.643135723354111e-03 	 100 
  3.096797793098985e-02 	   5.678465063673910e-03 	 100 
  3.072961494750278e-02 	   5.725272326204437e-03 	 100 
  3.048874549302485e-02 	   5.759315545911190e-03 	 100 
  3.024822043178149e-02 	   5.795795486094096e-03 	 100 
  3.000848613856005e-02 	   5.837489237647001e-03 	 100 
  2.976881208363572e-02 	   5.879529352504789e-03 	 100 
  2.952591888013019e-02 	   5.903216844005892e-03 	 100 
  2.928524369004762e-02 	   5.949648001111902e-03 	 100 
  2.904250403584673e-02 	   5.985378040152697e-03 	 100 
  2.879807489523277e-02 	   6.009630192275534e-03 	 100 
  2.855354162030854e-02 	   6.032832810326471e-03 	 100 
  2.831003782318901e-02 	   6.066885134151798e-03 	 100 
  2.806473250343317e-02 	   6.088055000826964e-03 	 100 
  2.782000150646202e-02 	   6.115879818924686e-03 	 100 
  2.757594566811053e-02 	   6.149642941507249e-03 	 100 
  2.733058905195247e-02 	   6.174003426128413e-03 	 100 
  2.708505876347484e-02 	   6.196614698723957e-03 	 100 
  2.684007654693654e-02 	   6.225177350694545e-03 	 100 
  2.659342509155062e-02 	   6.239422920580306e-03 	 100 
  2.634740203770621e-02 	   6.264548796134757e-03 	 100 
  2.610327207125604e-02 	   6.308211066208602e-03 	 100 
  2.585276699127372e-02 	   6.316228001074597e-03 	 100 
  2.560276795098946e-02 	   6.340057153097635e-03 	 100 
  2.535240196523532e-02 	   6.360036566144811e-03 	 100 
  2.510189614911300e-02 	   6.378263737127293e-03 	 100 
  2.485172199883957e-02 	   6.401049170290949e-03 	 100 
  2.460170728719201e-02 	   6.425585170251312e-03 	 100 
  2.435069680935202e-02 	   6.439974601990710e-03 	 100 
  2.410022958893120e-02 	   6.463840662609181e-03 	 100 
  2.384952893255717e-02 	   6.485256882205329e-03 	 100 
  2.359855896554204e-02 	   6.503520521384979e-03 	 100 
  2.334756348202265e-02 	   6.521433525284863e-03 	 100 
  2.309679323790423e-02 	   6.542502564469111e-03 	 100 
  2.284528715302130e-02 	   6.554813398472038e-03 	 100 
  2.259410763752598e-02 	   6.573795932223355e-03 	 100 
  2.234290162874467e-02 	   6.592427903145492e-03 	 100 
  2.209276178362994e-02 	   6.625434452071529e-03 	 100 
  2.183852875246173e-02 	   6.627420825948733e-03 	 100 
  2.158443580527742e-02 	   6.647336340082106e-03 	 100 
  2.132982091260329e-02 	   6.660592590141777e-03 	 100 
  2.107580922579362e-02 	   6.685434710696429e-03 	 100 
  2.082032611139563e-02 	   6.695231424684206e-03 	 100 
  2.056515283133599e-02 	   6.713108137925489e-03 	 100 
  2.030961101255227e-02 	   6.725724307252380e-03 	 100 
  2.005464126930412e-02 	   6.749927925911323e-03 	 100 
