-10 10000
 72 

  1.800000000000000e-03 	   0.000000000000000e+00 	 100 
  2.113242187499999e-03 	   4.200000000000000e-03 	 100 
  2.297117109544194e-03 	   8.409648401243398e-03 	 100 
  2.654849697459306e-03 	   1.261170280372211e-02 	 100 
  2.734849697459307e-03 	   1.326385124122211e-02 	 100 
  2.824271260470739e-03 	   1.391484392184596e-02 	 100 
  2.916827451656770e-03 	   1.456540602412510e-02 	 100 
  3.050106384125353e-03 	   1.521017445687668e-02 	 100 
  3.186483873496705e-03 	   1.585430239245871e-02 	 100 
  3.394056554820037e-03 	   1.648335658104519e-02 	 100 
  3.474056554820037e-03 	   1.661870814354519e-02 	 100 
  3.622152884296844e-03 	   1.671381113958963e-02 	 100 
  3.702152884296844e-03 	   1.681635020208963e-02 	 100 
  3.782152884296845e-03 	   1.668099863958963e-02 	 100 
  3.908458388341075e-03 	   1.657301610227940e-02 	 100 
  3.991586277123389e-03 	   1.641452937609818e-02 	 100 
  4.027079842052957e-03 	   1.623105796589413e-02 	 100 
  4.078105739940338e-03 	   1.605059137190494e-02 	 100 
  4.126086938795169e-03 	   1.586926390666807e-02 	 100 
  4.201597227141817e-03 	   1.569522093479504e-02 	 100 
  4.210346673313324e-03 	   1.549221310218297e-02 	 100 
  4.272835294110884e-03 	   1.529152137732715e-02 	 100 
  4.296050812987484e-03 	   1.507860133575700e-02 	 100 
  4.328702594021079e-03 	   1.486671016737612e-02 	 100 
  4.370735830653601e-03 	   1.465626465261230e-02 	 100 
  4.391049629378324e-03 	   1.444148101605896e-02 	 100 
  4.439713477420136e-03 	   1.422937866940695e-02 	 100 
  4.466789792815435e-03 	   1.401232337232847e-02 	 100 
  4.478167467713384e-03 	   1.379330976625175e-02 	 100 
  4.492704944205381e-03 	   1.357446031068569e-02 	 100 
  4.523027944527876e-03 	   1.335665943749332e-02 	 100 
  4.537681762833142e-03 	   1.313667704590575e-02 	 100 
  4.561806778289112e-03 	   1.291732556482506e-02 	 100 
  4.582786696154059e-03 	   1.269762817530727e-02 	 100 
  4.606916347552928e-03 	   1.247823156838404e-02 	 100 
  4.627900900851148e-03 	   1.225848905765744e-02 	 100 
  4.652035187240276e-03 	   1.203904733416450e-02 	 100 
  4.660443980579621e-03 	   1.181787611480892e-02 	 100 
  4.697308777645946e-03 	   1.159778677516310e-02 	 100 
  4.706088267553686e-03 	   1.137299316792025e-02 	 100 
  4.711706105361990e-03 	   1.114807607988522e-02 	 100 
  4.733139323075933e-03 	   1.092355401847961e-02 	 100 
  4.745123310600631e-03 	   1.069812991917801e-02 	 100 
  4.785543705571028e-03 	   1.047421755510406e-02 	 100 
  4.779258068060841e-03 	   1.024187387332163e-02 	 100 
  4.788786956980635e-03 	   1.000910235816851e-02 	 100 
  4.801477260543642e-03 	   9.776460260779173e-03 	 100 
  4.811008198542089e-03 	   9.543645824382711e-03 	 100 
  4.830023379983985e-03 	   9.311219653154084e-03 	 100 
  4.845885034846953e-03 	   9.078535486538090e-03 	 100 
  4.845963007302107e-03 	   8.844775375106164e-03 	 100 
  4.855533166729206e-03 	   8.611018429865076e-03 	 100 
  4.880910396801320e-03 	   8.377908636245480e-03 	 100 
  4.877978321851839e-03 	   8.141716982633820e-03 	 100 
  4.903520615443818e-03 	   7.905171849204282e-03 	 100 
  4.919625580848659e-03 	   7.667607667089257e-03 	 100 
  4.926260095782706e-03 	   7.429401463623022e-03 	 100 
  4.917080430817577e-03 	   7.190754803900048e-03 	 100 
  4.930032836150879e-03 	   6.951256822853070e-03 	 100 
  4.939825795994043e-03 	   6.711587974317198e-03 	 100 
  4.940134482367040e-03 	   6.471531594778434e-03 	 100 
  4.956263468160482e-03 	   6.231495558422622e-03 	 100 
  4.962921622946593e-03 	   5.990823138875818e-03 	 100 
  4.985394039736562e-03 	   5.750588217753004e-03 	 100 
  4.979513672760920e-03 	   5.507701077831363e-03 	 100 
  5.002101526355700e-03 	   5.264124714165099e-03 	 100 
  4.983732298278573e-03 	   5.016750229242117e-03 	 100 
  4.987450695100044e-03 	   4.767735588829491e-03 	 100 
  5.006987640926857e-03 	   4.518957157991709e-03 	 100 
  5.010752833264260e-03 	   4.268940147537202e-03 	 100 
  5.011354321838860e-03 	   4.018875492511856e-03 	 100 
  5.091354321838860e-03 	   4.013122799078054e-06 	 100 
