-10 10000
 49 

  7.000000000000001e-02 	   0.000000000000000e+00 	 100 
  7.420000000000000e-02 	   2.472163295745850e-03 	 100 
  7.524256591796877e-02 	   2.552163295745850e-03 	 100 
  7.628516055914995e-02 	   2.631788972717024e-03 	 100 
  7.732732636812770e-02 	   2.717029649450498e-03 	 100 
  7.836921673768556e-02 	   2.805637891492345e-03 	 100 
  7.941094804080615e-02 	   2.896116498923513e-03 	 100 
  8.045277679820104e-02 	   2.985473060259376e-03 	 100 
  8.149463763748444e-02 	   3.074455571457863e-03 	 100 
  8.253576368218898e-02 	   3.172041500185451e-03 	 100 
  8.357727511519512e-02 	   3.265515793113166e-03 	 100 
  8.461855163604852e-02 	   3.361607529673457e-03 	 100 
  8.565917268583308e-02 	   3.464802131251030e-03 	 100 
  8.670012716454017e-02 	   3.564634413966007e-03 	 100 
  8.774090244138445e-02 	   3.666335240368830e-03 	 100 
  8.878105702898742e-02 	   3.774388011390187e-03 	 100 
  8.982156073370899e-02 	   3.879080056267145e-03 	 100 
  9.086142550874957e-02 	   3.990122236924853e-03 	 100 
  9.190164905109907e-02 	   4.097804707922753e-03 	 100 
  9.294160199633623e-02 	   4.208101174347587e-03 	 100 
  9.398064425660367e-02 	   4.326984221531897e-03 	 100 
  9.502007060100597e-02 	   4.442510359072277e-03 	 100 
  9.605912370863426e-02 	   4.561394629619355e-03 	 100 
  9.709770738016693e-02 	   4.684381789739154e-03 	 100 
  9.813642349714859e-02 	   4.806250494236848e-03 	 100 
  9.917474589142190e-02 	   4.931474991548336e-03 	 100 
  1.002129334316293e-01 	   5.057817656627415e-03 	 100 
  1.012508035028430e-01 	   5.186769039461877e-03 	 100 
  1.022887198630648e-01 	   5.315347863467999e-03 	 100 
  1.033256669626253e-01 	   5.451750771303771e-03 	 100 
  1.043629567993287e-01 	   5.585548160738144e-03 	 100 
  1.054002946630668e-01 	   5.718973211406357e-03 	 100 
  1.064369141261162e-01 	   5.857983601799217e-03 	 100 
  1.074726853311077e-01 	   6.003319568358609e-03 	 100 
  1.085088217059107e-01 	   6.146053065725465e-03 	 100 
  1.095448043822540e-01 	   6.289902296733955e-03 	 100 
  1.105800125595197e-01 	   6.439329365187923e-03 	 100 
  1.116149445185721e-01 	   6.590670031734710e-03 	 100 
  1.126502730236186e-01 	   6.739298947818381e-03 	 100 
  1.136844145391038e-01 	   6.896196269272382e-03 	 100 
  1.147186912078397e-01 	   7.052202768715555e-03 	 100 
  1.157528978839528e-01 	   7.208673298420737e-03 	 100 
  1.167860992845544e-01 	   7.371788291126294e-03 	 100 
  1.178195875521070e-01 	   7.533086213980238e-03 	 100 
  1.188525432131292e-01 	   7.697796720149557e-03 	 100 
  1.193552409670355e-01 	   7.777796720149557e-03 	 100 
  1.198640910646917e-01 	   7.857796720149557e-03 	 100 
  1.203324382326605e-01 	   7.937796720149557e-03 	 100 
  1.207095256350042e-01 	   8.000000000000000e-03 	 100 
